  0    1  2.60618   1  2.60618   1  2.60618   1  2.60618   1  2.60735   1  2.60735   1  2.60735   1  2.60735   0  3.00000   0  3.00000   0  3.00000   0  3.00000 
       0  3.03000   0  3.03000   0  4.24264   0  4.24264   0  4.24264   0  4.24264   0  4.26249   0  4.26249   0  4.26391   0  4.26391   0  4.26391   0  4.26391 
       0  4.26533   0  4.26533   1  4.97857   1  4.97857   1  4.97857   1  4.97857   1  4.97918   1  4.97918   1  4.97918   1  4.97918   1  4.97978   1  4.97978 
       1  4.97978   1  4.97978   1  4.98039   1  4.98039   1  4.98039   1  4.98039   1  5.01477   1  5.01477   1  5.01477   1  5.01477   1  5.01658   1  5.01658 
       1  5.01658   1  5.01658   0  5.21237   0  5.21237   0  5.21237   0  5.21237   0  5.21469   0  5.21469   0  5.21469   0  5.21469 
  1    0  2.60618   0  2.60618   0  2.60618   0  2.60618   0  2.60735   0  2.60735   0  2.60735   0  2.60735   1  3.00000   1  3.00000   1  3.00000   1  3.00000 
       1  3.03000   1  3.03000   1  4.24264   1  4.24264   1  4.24264   1  4.24264   1  4.26249   1  4.26249   1  4.26391   1  4.26391   1  4.26391   1  4.26391 
       1  4.26533   1  4.26533   0  4.97857   0  4.97857   0  4.97857   0  4.97857   0  4.97918   0  4.97918   0  4.97918   0  4.97918   0  4.97978   0  4.97978 
       0  4.97978   0  4.97978   0  4.98039   0  4.98039   0  4.98039   0  4.98039   0  5.01477   0  5.01477   0  5.01477   0  5.01477   0  5.01658   0  5.01658 
       0  5.01658   0  5.01658   1  5.21237   1  5.21237   1  5.21237   1  5.21237   1  5.21469   1  5.21469   1  5.21469   1  5.21469 
