   22.402408      -2.753398     4   ./DATA/2947/200/46/
   22.809715      -2.721405     4   ./DATA/2947/200/47/
   23.221929      -2.688829     4   ./DATA/2947/200/48/
   23.639079      -2.655836     4   ./DATA/2947/200/49/
   24.061196      -2.622432     4   ./DATA/2947/200/50/
   24.488308      -2.588716     4   ./DATA/2947/200/51/
   24.920444      -2.554775     4   ./DATA/2947/200/52/
   25.357635      -2.520717     4   ./DATA/2947/200/53/
   25.799910      -2.486513     4   ./DATA/2947/200/54/
   26.247297      -2.452315     4   ./DATA/2947/200/55/
   26.699827      -2.418082     4   ./DATA/2947/200/56/
   27.157528      -2.383910     4   ./DATA/2947/200/57/
   27.620431      -2.349847     4   ./DATA/2947/200/58/
   28.088564      -2.315915     4   ./DATA/2947/200/59/
   28.561957      -2.282125     4   ./DATA/2947/200/60/
