 4000.000000      -1.284904     2   ./DATA/2947/000/106/
 4000.000000      -1.300276     2   ./DATA/2947/000/107/
 4000.000000      -1.312184     2   ./DATA/2947/000/108/
 4000.000000      -1.324160     2   ./DATA/2947/000/109/
 4000.000000      -1.332240     2   ./DATA/2947/000/110/
 4000.000000      -1.342192     2   ./DATA/2947/000/111/
 4000.000000      -1.355021     2   ./DATA/2947/000/112/
 4000.000000      -1.363659     2   ./DATA/2947/000/113/
 4000.000000      -1.372315     2   ./DATA/2947/000/114/
 4000.000000      -1.380184     2   ./DATA/2947/000/115/
 4000.000000      -1.387366     2   ./DATA/2947/000/116/
 4000.000000      -1.394477     2   ./DATA/2947/000/117/
 4000.000000      -1.399400     2   ./DATA/2947/000/118/
 4000.000000      -1.406194     2   ./DATA/2947/000/119/
 4000.000000      -1.406475     2   ./DATA/2947/000/120/
 4000.000000      -1.416898     2   ./DATA/2947/000/121/
 4000.000000      -1.421101     2   ./DATA/2947/000/122/
 4000.000000      -1.424966     2   ./DATA/2947/000/123/
 4000.000000      -1.428905     2   ./DATA/2947/000/124/
 4000.000000      -1.432525     2   ./DATA/2947/000/125/
 4000.000000      -1.435798     2   ./DATA/2947/000/126/
 4000.000000      -1.440498     2   ./DATA/2947/000/127/
 4000.000000      -1.442428     2   ./DATA/2947/000/128/
 4000.000000      -1.444665     2   ./DATA/2947/000/129/
 4000.000000      -1.446057     2   ./DATA/2947/000/130/
 4000.000000      -1.448035     2   ./DATA/2947/000/131/
 4000.000000      -1.449207     2   ./DATA/2947/000/132/
 4000.000000      -1.450720     2   ./DATA/2947/000/133/
 4000.000000      -1.452362     2   ./DATA/2947/000/134/
 4000.000000      -1.452585     2   ./DATA/2947/000/135/
 4000.000000      -1.451104     2   ./DATA/2947/000/136/
 4000.000000      -1.453728     2   ./DATA/2947/000/137/
 4000.000000      -1.453232     2   ./DATA/2947/000/138/
 4000.000000      -1.452842     2   ./DATA/2947/000/139/
 4000.000000      -1.450486     2   ./DATA/2947/000/140/
 4000.000000      -1.447348     2   ./DATA/2947/000/141/
 4000.000000      -1.449729     2   ./DATA/2947/000/142/
 4000.000000      -1.447229     2   ./DATA/2947/000/143/
 4000.000000      -1.445855     2   ./DATA/2947/000/144/
 4000.000000      -1.445541     2   ./DATA/2947/000/145/
 4000.000000      -1.445027     2   ./DATA/2947/000/146/
 4000.000000      -1.442950     2   ./DATA/2947/000/147/
 4000.000000      -1.440240     2   ./DATA/2947/000/148/
 4000.000000      -1.438838     2   ./DATA/2947/000/149/
 4000.000000      -1.435239     2   ./DATA/2947/000/150/
   38.303496      -2.016100     2   ./DATA/2947/100/M020/
   14.287610      -3.115528     2   ./DATA/2947/100/M021/
   35.567502      -2.008956     2   ./DATA/2947/100/M022/
   14.356042      -3.207603     2   ./DATA/2947/100/M023/
   14.223619      -3.199084     2   ./DATA/2947/100/M024/
   16.119807      -3.173182     2   ./DATA/2947/100/M025/
   15.461520      -3.238562     2   ./DATA/2947/100/M026/
   13.799163      -2.531894     2   ./DATA/2947/100/M027/
   14.322935      -3.157220     2   ./DATA/2947/100/M028/
   15.376467      -3.299500     2   ./DATA/2947/100/M029/
   14.111177      -2.788234     4   ./DATA/2947/108/M020/
   37.554526      -1.926006     4   ./DATA/2947/108/M021/
   17.171145      -3.012770     4   ./DATA/2947/108/M022/
   13.860198      -2.981894     4   ./DATA/2947/108/M023/
   17.802414      -3.028662     4   ./DATA/2947/108/M024/
   17.381360      -3.104076     4   ./DATA/2947/108/M025/
   18.112849      -2.806085     4   ./DATA/2947/108/M026/
   16.290932      -3.012063     4   ./DATA/2947/108/M027/
   16.481603      -3.034164     4   ./DATA/2947/108/M028/
   14.859127      -2.937038     4   ./DATA/2947/108/M029/
   12.762140      -3.480050     4   ./DATA/2947/110/M020/
   14.579551      -3.486658     4   ./DATA/2947/110/M021/
   13.027327      -3.310120     4   ./DATA/2947/110/M022/
   14.570362      -3.567533     4   ./DATA/2947/110/M023/
   14.004034      -3.415365     4   ./DATA/2947/110/M024/
   14.889521      -3.330333     4   ./DATA/2947/110/M025/
   12.039347      -3.250825     4   ./DATA/2947/110/M026/
   14.010271      -3.441900     4   ./DATA/2947/110/M027/
   14.050971      -3.509973     4   ./DATA/2947/110/M028/
   11.954735      -3.472458     4   ./DATA/2947/110/M029/
   11.838095      -3.554704     7   ./DATA/2947/114/M020/
   12.581953      -3.485135     7   ./DATA/2947/114/M021/
   13.290354      -3.372085     7   ./DATA/2947/114/M022/
   11.967742      -3.505110     7   ./DATA/2947/114/M023/
   14.233517      -3.639184     7   ./DATA/2947/114/M024/
   13.769582      -3.445492     7   ./DATA/2947/114/M025/
   13.642832      -3.576114     7   ./DATA/2947/114/M026/
   13.949955      -3.561938     7   ./DATA/2947/114/M027/
   13.134794      -3.552478     7   ./DATA/2947/114/M028/
   11.983181      -3.381268     7   ./DATA/2947/114/M029/
   10.759708      -1.427381     4   ./DATA/2947/200/10/
   11.009924      -1.637507     4   ./DATA/2947/200/11/
   11.263989      -1.827198     4   ./DATA/2947/200/12/
   11.521934      -1.997888     4   ./DATA/2947/200/13/
   11.783786      -2.151013     4   ./DATA/2947/200/14/
   12.049576      -2.288031     4   ./DATA/2947/200/15/
   12.319332      -2.410204     4   ./DATA/2947/200/16/
   12.593085      -2.518579     4   ./DATA/2947/200/17/
   12.870864      -2.614220     4   ./DATA/2947/200/18/
   13.152698      -2.698178     4   ./DATA/2947/200/19/
   13.438616      -2.771403     4   ./DATA/2947/200/20/
   13.728648      -2.834768     4   ./DATA/2947/200/21/
   14.022824      -2.889092     4   ./DATA/2947/200/22/
   14.321172      -2.934971     4   ./DATA/2947/200/23/
   14.623722      -2.973070     4   ./DATA/2947/200/24/
   14.930503      -3.004069     4   ./DATA/2947/200/25/
   15.241546      -3.028492     4   ./DATA/2947/200/26/
   15.556878      -3.046890     4   ./DATA/2947/200/27/
   15.876530      -3.059811     4   ./DATA/2947/200/28/
   16.200531      -3.067711     4   ./DATA/2947/200/29/
   16.528910      -3.070987     4   ./DATA/2947/200/30/
   16.861697      -3.070036     4   ./DATA/2947/200/31/
   17.198921      -3.065239     4   ./DATA/2947/200/32/
   17.540612      -3.056951     4   ./DATA/2947/200/33/
   17.886798      -3.045482     4   ./DATA/2947/200/34/
   18.237510      -3.031266     4   ./DATA/2947/200/35/
   18.592776      -3.014569     4   ./DATA/2947/200/36/
   18.952626      -2.995550     4   ./DATA/2947/200/37/
   19.317090      -2.974545     4   ./DATA/2947/200/38/
   19.686196      -2.951742     4   ./DATA/2947/200/39/
   20.059975      -2.927227     4   ./DATA/2947/200/40/
   20.438455      -2.901176     4   ./DATA/2947/200/41/
   20.821666      -2.873721     4   ./DATA/2947/200/42/
   21.209638      -2.845061     4   ./DATA/2947/200/43/
   21.602399      -2.815324     4   ./DATA/2947/200/44/
   21.999979      -2.784708     4   ./DATA/2947/200/45/
