(eV/Ang)   strct.        NN-DFT   path
----------------------------------------------------------
trn000176 e000202       0.09467  ./DATA/100/00/GA/G024/M029/
trn000177 e000203       0.07877  ./DATA/100/00/GA/G007/M022/
trn000178 e000204       0.09373  ./DATA/100/00/GA/G023/M027/
trn000179 e000205       0.03114  ./DATA/100/00/GA/G002/M020/
trn000180 e000206       0.00386  ./DATA/000/103/
trn000181 e000207       0.14366  ./DATA/100/00/GA/G002/M028/
trn000182 e000208       0.05314  ./DATA/100/00/GA/G022/M023/
trn000183 e000209      -1.00000  ./DATA/200/39/
trn000184 e000210       0.00849  ./DATA/100/00/GA/G014/M026/
trn000185 e000211       0.01594  ./DATA/100/00/GA/G008/M023/
trn000186 e000213       0.06245  ./DATA/100/00/GA/G012/M028/
trn000187 e000214       0.06578  ./DATA/100/00/GA/G022/M021/
trn000188 e000216       0.14446  ./DATA/000/092/
trn000189 e000217       0.05749  ./DATA/100/00/GA/G020/M027/
trn000190 e000218       0.01934  ./DATA/100/00/GA/G001/M021/
trn000191 e000220       0.04006  ./DATA/100/00/GA/G007/M029/
trn000192 e000223       0.07379  ./DATA/100/00/GA/G000/M025/
trn000193 e000224      -1.00000  ./DATA/200/17/
trn000194 e000225       0.05580  ./DATA/000/110/
trn000195 e000226       0.17491  ./DATA/000/089/
trn000196 e000227       0.04352  ./DATA/100/00/GA/G015/M029/
trn000197 e000229       0.01092  ./DATA/100/00/GA/G010/M021/
trn000198 e000230       0.16192  ./DATA/100/00/GA/G005/M023/
trn000199 e000231       0.02591  ./DATA/100/00/GA/G011/M022/
trn000200 e000232       0.00167  ./DATA/100/00/GA/G005/M024/
trn000201 e000233       0.05121  ./DATA/100/00/GA/G002/M021/
trn000202 e000234      -1.00000  ./DATA/200/23/
trn000203 e000235       0.06810  ./DATA/100/00/GA/G019/M021/
trn000204 e000236       0.15060  ./DATA/000/148/
trn000205 e000237       0.03225  ./DATA/100/00/GA/G005/M028/
trn000206 e000238       0.04153  ./DATA/100/00/GA/G011/M021/
trn000207 e000239       0.04526  ./DATA/100/00/GA/G017/M027/
trn000208 e000240       0.02842  ./DATA/100/00/GA/G003/M020/
trn000209 e000241       0.07609  ./DATA/100/00/GA/G013/M021/
trn000210 e000242       0.04279  ./DATA/100/00/GA/G016/M027/
trn000211 e000243       0.05966  ./DATA/100/00/GA/G012/M025/
trn000212 e000244      -1.00000  ./DATA/200/27/
trn000213 e000245       0.00557  ./DATA/100/00/GA/G022/M028/
trn000214 e000246       0.07378  ./DATA/100/00/GA/G014/M025/
trn000215 e000247      -1.00000  ./DATA/200/38/
trn000216 e000248       0.04439  ./DATA/000/126/
trn000217 e000249       0.03269  ./DATA/100/00/GA/G015/M027/
trn000218 e000251      -1.00000  ./DATA/200/41/
trn000219 e000252       0.05043  ./DATA/100/00/GA/G012/M029/
trn000220 e000253       0.01752  ./DATA/100/00/GA/G024/M028/
trn000221 e000254       0.05439  ./DATA/100/00/GA/G006/M020/
trn000222 e000255       0.03931  ./DATA/000/099/
trn000223 e000256       0.07677  ./DATA/100/00/GA/G019/M024/
trn000224 e000257       0.03270  ./DATA/100/00/GA/G022/M022/
trn000225 e000258       0.03595  ./DATA/100/00/GA/G003/M022/
trn000226 e000259      -1.00000  ./DATA/200/56/
trn000227 e000260      -1.00000  ./DATA/200/52/
trn000228 e000261       0.02435  ./DATA/100/00/GA/G011/M023/
trn000229 e000262       0.11277  ./DATA/100/00/GA/G019/M022/
trn000230 e000263       0.16916  ./DATA/000/150/
trn000231 e000264       0.01499  ./DATA/100/00/GA/G009/M028/
trn000232 e000265       0.01689  ./DATA/100/00/GA/G016/M020/
trn000233 e000266       0.07698  ./DATA/100/00/GA/G024/M027/
trn000234 e000267       0.07093  ./DATA/000/096/
trn000235 e000268       0.00216  ./DATA/000/132/
trn000236 e000269       0.01450  ./DATA/100/00/GA/G008/M029/
trn000237 e000271       0.04034  ./DATA/100/00/GA/G013/M026/
trn000238 e000272      -1.00000  ./DATA/200/22/
trn000239 e000273       0.02816  ./DATA/100/00/GA/G020/M022/
trn000240 e000274       0.03772  ./DATA/100/00/GA/G012/M024/
trn000241 e000275       0.04477  ./DATA/100/00/GA/G014/M027/
trn000242 e000276       0.05758  ./DATA/000/088/
trn000243 e000277       0.09705  ./DATA/100/00/GA/G014/M024/
trn000244 e000278       0.14651  ./DATA/100/00/GA/G010/M029/
trn000245 e000279       0.02554  ./DATA/000/129/
trn000246 e000280       0.03456  ./DATA/100/00/GA/G007/M020/
trn000247 e000281       0.07741  ./DATA/100/00/GA/G009/M025/
trn000248 e000282       0.00501  ./DATA/100/00/GA/G009/M029/
trn000249 e000283       0.09629  ./DATA/100/00/GA/G005/M026/
trn000250 e000285       0.01354  ./DATA/100/00/GA/G015/M024/
trn000251 e000287      -1.00000  ./DATA/200/25/
trn000252 e000288       0.05631  ./DATA/100/00/GA/G013/M023/
trn000253 e000289       0.02613  ./DATA/100/00/GA/G013/M020/
trn000254 e000290       0.15414  ./DATA/100/00/GA/G006/M025/
trn000255 e000291       0.02343  ./DATA/100/00/GA/G018/M020/
trn000256 e000292       0.08985  ./DATA/100/00/GA/G000/M020/
trn000257 e000293       0.06149  ./DATA/100/00/GA/G012/M027/
trn000258 e000294       0.04096  ./DATA/100/00/GA/G021/M020/
trn000259 e000295       0.03154  ./DATA/000/128/
trn000260 e000296       0.01405  ./DATA/100/00/GA/G017/M022/
trn000261 e000297       0.01003  ./DATA/000/131/
trn000262 e000298       0.13136  ./DATA/100/00/GA/G011/M026/
trn000263 e000299       0.06828  ./DATA/000/116/
trn000264 e000300       0.03564  ./DATA/000/127/
trn000265 e000301       0.04708  ./DATA/100/00/GA/G021/M023/
trn000266 e000302       0.05013  ./DATA/100/00/GA/G000/M023/
trn000267 e000303       0.14155  ./DATA/000/147/
trn000268 e000304       0.01528  ./DATA/100/00/GA/G003/M027/
trn000269 e000305       0.06691  ./DATA/100/00/GA/G018/M025/
trn000270 e000306       0.09562  ./DATA/100/00/GA/G005/M022/
trn000271 e000307       0.05870  ./DATA/100/00/GA/G010/M024/
trn000272 e000308      -1.00000  ./DATA/200/48/
trn000273 e000309       0.02260  ./DATA/100/00/GA/G007/M023/
trn000274 e000310       0.03062  ./DATA/100/00/GA/G017/M025/
trn000275 e000311       0.05564  ./DATA/100/00/GA/G017/M026/
trn000276 e000312       0.06247  ./DATA/100/00/GA/G009/M027/
trn000277 e000313       0.04284  ./DATA/100/00/GA/G011/M024/
trn000278 e000314       0.05054  ./DATA/000/109/
trn000279 e000315       0.04204  ./DATA/100/00/GA/G015/M025/
trn000280 e000316       0.08249  ./DATA/100/00/GA/G012/M022/
