 4000.000000      -1.284904       3.239615     2   ./DATA/2947/000/106/
 4000.000000      -1.300276       3.066561     2   ./DATA/2947/000/107/
 4000.000000      -1.312184       2.884525     2   ./DATA/2947/000/108/
 4000.000000      -1.324160       2.744831     2   ./DATA/2947/000/109/
 4000.000000      -1.332240       2.594701     2   ./DATA/2947/000/110/
 4000.000000      -1.342192       2.478008     2   ./DATA/2947/000/111/
 4000.000000      -1.355021       2.309650     2   ./DATA/2947/000/112/
 4000.000000      -1.363659       2.194945     2   ./DATA/2947/000/113/
 4000.000000      -1.372315       2.042028     2   ./DATA/2947/000/114/
 4000.000000      -1.380184       1.917964     2   ./DATA/2947/000/115/
 4000.000000      -1.387366       1.787626     2   ./DATA/2947/000/116/
 4000.000000      -1.394477       1.675806     2   ./DATA/2947/000/117/
 4000.000000      -1.399400       1.566073     2   ./DATA/2947/000/118/
 4000.000000      -1.406194       1.435239     2   ./DATA/2947/000/119/
 4000.000000      -1.406475       1.366539     2   ./DATA/2947/000/120/
 4000.000000      -1.416898       1.240806     2   ./DATA/2947/000/121/
 4000.000000      -1.421101       1.136871     2   ./DATA/2947/000/122/
 4000.000000      -1.424966       1.045655     2   ./DATA/2947/000/123/
 4000.000000      -1.428905       0.953018     2   ./DATA/2947/000/124/
 4000.000000      -1.432525       0.863481     2   ./DATA/2947/000/125/
 4000.000000      -1.435798       0.776436     2   ./DATA/2947/000/126/
 4000.000000      -1.440498       0.687630     2   ./DATA/2947/000/127/
 4000.000000      -1.442428       0.610533     2   ./DATA/2947/000/128/
 4000.000000      -1.444665       0.533637     2   ./DATA/2947/000/129/
 4000.000000      -1.446057       0.457045     2   ./DATA/2947/000/130/
 4000.000000      -1.448035       0.383752     2   ./DATA/2947/000/131/
 4000.000000      -1.449207       0.313325     2   ./DATA/2947/000/132/
 4000.000000      -1.450720       0.247017     2   ./DATA/2947/000/133/
 4000.000000      -1.452362       0.176969     2   ./DATA/2947/000/134/
 4000.000000      -1.452585       0.113157     2   ./DATA/2947/000/135/
 4000.000000      -1.451104       0.057639     2   ./DATA/2947/000/136/
 4000.000000      -1.453728       0.006735     2   ./DATA/2947/000/137/
 4000.000000      -1.453232       0.062861     2   ./DATA/2947/000/138/
 4000.000000      -1.452842       0.118535     2   ./DATA/2947/000/139/
 4000.000000      -1.450486       0.168608     2   ./DATA/2947/000/140/
 4000.000000      -1.447348       0.218692     2   ./DATA/2947/000/141/
 4000.000000      -1.449729       0.270111     2   ./DATA/2947/000/142/
 4000.000000      -1.447229       0.315821     2   ./DATA/2947/000/143/
 4000.000000      -1.445855       0.361990     2   ./DATA/2947/000/144/
 4000.000000      -1.445541       0.403837     2   ./DATA/2947/000/145/
 4000.000000      -1.445027       0.450075     2   ./DATA/2947/000/146/
 4000.000000      -1.442950       0.492108     2   ./DATA/2947/000/147/
 4000.000000      -1.440240       0.529625     2   ./DATA/2947/000/148/
 4000.000000      -1.438838       0.568944     2   ./DATA/2947/000/149/
 4000.000000      -1.435239       0.601178     2   ./DATA/2947/000/150/
   38.303496      -2.016100       0.723689     2   ./DATA/2947/100/M020/
   14.287610      -3.115528       0.764196     2   ./DATA/2947/100/M021/
   35.567502      -2.008956       0.665841     2   ./DATA/2947/100/M022/
   14.356042      -3.207603       0.320788     2   ./DATA/2947/100/M023/
   14.223619      -3.199084       0.362417     2   ./DATA/2947/100/M024/
   16.119807      -3.173182       0.457475     2   ./DATA/2947/100/M025/
   15.461520      -3.238562       0.315906     2   ./DATA/2947/100/M026/
   13.799163      -2.531894       4.446596     2   ./DATA/2947/100/M027/
   14.322935      -3.157220       0.967174     2   ./DATA/2947/100/M028/
   15.376467      -3.299500       0.221994     2   ./DATA/2947/100/M029/
